"id_ventil_prime","id_ventil_date","id_agent","date_debut_mois","id_ref_prime","quantite","etat","version","date_prime"
"772","4","9005317","2015-06-01T00:00:00.000","4","960","7","1","2015-06-14T00:00:00.000"
"773","4","9005317","2015-06-01T00:00:00.000","6","8","7","1","2015-06-03T00:00:00.000"
"777","4","9004981","2015-06-01T00:00:00.000","1","2400","7","1","2015-06-07T00:00:00.000"
"778","4","9004981","2015-06-01T00:00:00.000","4","960","7","1","2015-06-07T00:00:00.000"
"779","4","9004981","2015-06-01T00:00:00.000","6","11","7","1","2015-06-07T00:00:00.000"
"783","4","9003085","2015-06-01T00:00:00.000","1","2970","7","1","2015-06-05T00:00:00.000"
"784","4","9003085","2015-06-01T00:00:00.000","4","1230","7","1","2015-06-14T00:00:00.000"
"785","4","9003085","2015-06-01T00:00:00.000","6","7","7","1","2015-06-14T00:00:00.000"
"789","4","9003781","2015-06-01T00:00:00.000","1","240","7","1","2015-06-04T00:00:00.000"
"790","4","9003781","2015-06-01T00:00:00.000","6","10","7","1","2015-06-04T00:00:00.000"
"795","4","9003373","2015-06-01T00:00:00.000","1","1440","7","1","2015-06-02T00:00:00.000"
"796","4","9003373","2015-06-01T00:00:00.000","4","480","7","1","2015-06-21T00:00:00.000"
"797","4","9003373","2015-06-01T00:00:00.000","6","5","7","1","2015-06-02T00:00:00.000"
"809","4","9004223","2015-06-01T00:00:00.000","1","3810","7","1","2015-06-06T00:00:00.000"
"810","4","9004223","2015-06-01T00:00:00.000","4","1710","7","1","2015-06-14T00:00:00.000"
"811","4","9004223","2015-06-01T00:00:00.000","6","7","7","1","2015-06-14T00:00:00.000"
"823","4","9003779","2015-06-01T00:00:00.000","1","3360","7","1","2015-06-03T00:00:00.000"
"824","4","9003779","2015-06-01T00:00:00.000","4","480","7","1","2015-06-14T00:00:00.000"
"825","4","9003779","2015-06-01T00:00:00.000","6","11","7","1","2015-06-03T00:00:00.000"
"829","4","9004979","2015-06-01T00:00:00.000","1","1920","7","1","2015-06-07T00:00:00.000"
"830","4","9004979","2015-06-01T00:00:00.000","4","960","7","1","2015-06-07T00:00:00.000"
"831","4","9004979","2015-06-01T00:00:00.000","6","6","7","1","2015-06-06T00:00:00.000"
"835","4","9003162","2015-06-01T00:00:00.000","1","2400","7","1","2015-06-02T00:00:00.000"
"836","4","9003162","2015-06-01T00:00:00.000","4","960","7","1","2015-06-07T00:00:00.000"
"837","4","9003162","2015-06-01T00:00:00.000","6","7","7","1","2015-06-01T00:00:00.000"
"849","4","9002995","2015-06-01T00:00:00.000","14","2","7","1","2015-06-14T00:00:00.000"
"848","4","9002995","2015-06-01T00:00:00.000","35","2","7","1","2015-06-14T00:00:00.000"
"853","4","9003398","2015-06-01T00:00:00.000","1","1440","7","1","2015-06-07T00:00:00.000"
"854","4","9003398","2015-06-01T00:00:00.000","4","960","7","1","2015-06-07T00:00:00.000"
"855","4","9003398","2015-06-01T00:00:00.000","6","8","7","1","2015-06-07T00:00:00.000"
"856","4","9003398","2015-07-01T00:00:00.000","1","480","7","1","2015-07-01T00:00:00.000"
"880","4","9003790","2015-06-01T00:00:00.000","1","1920","7","1","2015-06-01T00:00:00.000"
"977","4","9003973","2015-07-01T00:00:00.000","6","1","7","1","2015-07-01T00:00:00.000"
"1034","4","9005315","2015-06-01T00:00:00.000","1","2640","7","1","2015-06-02T00:00:00.000"
"1035","4","9005315","2015-06-01T00:00:00.000","4","1035","7","1","2015-06-07T00:00:00.000"
"1036","4","9005315","2015-06-01T00:00:00.000","6","8","7","1","2015-06-07T00:00:00.000"
"803","4","9003412","2015-06-01T00:00:00.000","24","9180","7","1","2015-06-30T00:00:00.000"
"804","4","9003412","2015-06-01T00:00:00.000","1","0","7","1","2015-06-03T00:00:00.000"
"805","4","9003412","2015-06-01T00:00:00.000","6","3","7","1","2015-06-03T00:00:00.000"
"814","4","9004801","2015-06-01T00:00:00.000","24","3240","7","1","2015-06-12T00:00:00.000"
"815","4","9004801","2015-06-01T00:00:00.000","1","1890","7","1","2015-06-05T00:00:00.000"
"816","4","9004801","2015-06-01T00:00:00.000","4","1230","7","1","2015-06-14T00:00:00.000"
"817","4","9004801","2015-06-01T00:00:00.000","6","9","7","1","2015-06-05T00:00:00.000"
"820","4","9003513","2015-06-01T00:00:00.000","1","1920","7","1","2015-06-03T00:00:00.000"
"821","4","9003513","2015-06-01T00:00:00.000","4","480","7","1","2015-06-21T00:00:00.000"
"822","4","9003513","2015-06-01T00:00:00.000","6","7","7","1","2015-06-01T00:00:00.000"
"841","4","9004984","2015-06-01T00:00:00.000","1","3480","7","1","2015-06-06T00:00:00.000"
"842","4","9004984","2015-06-01T00:00:00.000","4","1320","7","1","2015-06-07T00:00:00.000"
"843","4","9004984","2015-06-01T00:00:00.000","6","9","7","1","2015-06-06T00:00:00.000"
"844","4","9004984","2015-07-01T00:00:00.000","1","480","7","1","2015-07-01T00:00:00.000"
"861","4","9004148","2015-06-01T00:00:00.000","1","1440","7","1","2015-06-02T00:00:00.000"
"862","4","9004148","2015-06-01T00:00:00.000","6","5","7","1","2015-06-02T00:00:00.000"
"869","4","9003387","2015-06-01T00:00:00.000","1","360","7","1","2015-06-03T00:00:00.000"
"870","4","9003387","2015-06-01T00:00:00.000","6","5","7","1","2015-06-03T00:00:00.000"
"874","4","9002903","2015-06-01T00:00:00.000","1","0","7","1","2015-06-05T00:00:00.000"
"875","4","9002903","2015-06-01T00:00:00.000","6","2","7","1","2015-06-05T00:00:00.000"
"876","4","9002903","2015-07-01T00:00:00.000","1","0","7","1","2015-07-01T00:00:00.000"
"877","4","9002903","2015-07-01T00:00:00.000","6","1","7","1","2015-07-01T00:00:00.000"
"885","4","9002790","2015-06-01T00:00:00.000","24","7560","7","1","2015-06-30T00:00:00.000"
"886","4","9002790","2015-06-01T00:00:00.000","1","0","7","1","2015-06-24T00:00:00.000"
"922","4","9003375","2015-06-01T00:00:00.000","1","1920","7","1","2015-06-04T00:00:00.000"
"923","4","9003375","2015-06-01T00:00:00.000","4","960","7","1","2015-06-07T00:00:00.000"
"924","4","9003375","2015-06-01T00:00:00.000","6","15","7","1","2015-06-04T00:00:00.000"
"948","4","9005042","2015-06-01T00:00:00.000","1","3360","7","1","2015-06-06T00:00:00.000"
"949","4","9005042","2015-06-01T00:00:00.000","4","1620","7","1","2015-06-07T00:00:00.000"
"950","4","9005042","2015-06-01T00:00:00.000","6","13","7","1","2015-06-06T00:00:00.000"
"960","4","9004226","2015-06-01T00:00:00.000","1","1920","7","1","2015-06-03T00:00:00.000"
"961","4","9004226","2015-06-01T00:00:00.000","6","6","7","1","2015-06-02T00:00:00.000"
"2319","7","9003964","2015-07-01T00:00:00.000","26","9780","7","1","2015-07-31T00:00:00.000"
"1655","5","9003240","2015-06-01T00:00:00.000","26","3300","7","1","2015-06-30T00:00:00.000"
"1660","5","9004216","2015-06-01T00:00:00.000","26","10320","7","1","2015-06-30T00:00:00.000"
"1664","5","9003124","2015-06-01T00:00:00.000","26","10320","7","1","2015-06-30T00:00:00.000"
"1666","5","9003637","2015-06-01T00:00:00.000","26","9900","7","1","2015-06-30T00:00:00.000"
"1668","5","9004103","2015-06-01T00:00:00.000","26","9360","7","1","2015-06-30T00:00:00.000"
"1678","5","9004424","2015-06-01T00:00:00.000","26","10320","7","1","2015-06-30T00:00:00.000"
"1684","5","9003248","2015-06-01T00:00:00.000","26","10320","7","1","2015-06-30T00:00:00.000"
"1657","5","9003964","2015-06-01T00:00:00.000","26","10320","7","1","2015-06-30T00:00:00.000"
"1662","5","9004163","2015-06-01T00:00:00.000","26","10320","7","1","2015-06-30T00:00:00.000"
"1671","5","9002960","2015-06-01T00:00:00.000","26","8880","7","1","2015-06-30T00:00:00.000"
"1674","5","9003129","2015-06-01T00:00:00.000","26","10320","7","1","2015-06-30T00:00:00.000"
"1676","5","9004269","2015-06-01T00:00:00.000","26","9840","7","1","2015-06-30T00:00:00.000"
"1682","5","9004244","2015-06-01T00:00:00.000","26","10320","7","1","2015-06-30T00:00:00.000"
"1680","5","9002886","2015-06-01T00:00:00.000","26","10320","7","1","2015-06-30T00:00:00.000"
"1768","6","9003085","2015-07-01T00:00:00.000","1","1920","7","1","2015-07-10T00:00:00.000"
"1769","6","9003085","2015-07-01T00:00:00.000","4","480","7","1","2015-07-19T00:00:00.000"
"1770","6","9003085","2015-07-01T00:00:00.000","6","6","7","1","2015-07-09T00:00:00.000"
"1780","6","9005077","2015-07-01T00:00:00.000","1","2760","7","1","2015-07-04T00:00:00.000"
"1781","6","9005077","2015-07-01T00:00:00.000","4","480","7","1","2015-07-19T00:00:00.000"
"1783","6","9004029","2015-07-01T00:00:00.000","40","2","7","1","2015-07-13T00:00:00.000"
"1787","6","9003146","2015-07-01T00:00:00.000","1","3120","7","1","2015-07-04T00:00:00.000"
"2321","7","9004552","2015-06-01T00:00:00.000","23","8640","7","1","2015-06-30T00:00:00.000"
"794","4","9004231","2015-07-01T00:00:00.000","1","480","7","1","2015-07-01T00:00:00.000"
"896","4","9005314","2015-06-01T00:00:00.000","1","2220","7","1","2015-06-05T00:00:00.000"
"897","4","9005314","2015-06-01T00:00:00.000","6","5","7","1","2015-06-05T00:00:00.000"
"898","4","9004239","2015-06-01T00:00:00.000","24","7290","7","1","2015-06-26T00:00:00.000"
"899","4","9004239","2015-06-01T00:00:00.000","1","0","7","1","2015-06-03T00:00:00.000"
"900","4","9004239","2015-06-01T00:00:00.000","6","3","7","1","2015-06-03T00:00:00.000"
"921","4","9003514","2015-06-01T00:00:00.000","14","2","7","1","2015-06-07T00:00:00.000"
"920","4","9003514","2015-06-01T00:00:00.000","35","2","7","1","2015-06-07T00:00:00.000"
"940","4","9003381","2015-06-01T00:00:00.000","1","1800","7","1","2015-06-03T00:00:00.000"
"941","4","9003381","2015-06-01T00:00:00.000","6","5","7","1","2015-06-03T00:00:00.000"
"943","4","9003385","2015-06-01T00:00:00.000","1","2520","7","1","2015-06-05T00:00:00.000"
"944","4","9003385","2015-06-01T00:00:00.000","4","960","7","1","2015-06-07T00:00:00.000"
"945","4","9003385","2015-06-01T00:00:00.000","6","10","7","1","2015-06-05T00:00:00.000"
"958","4","9003792","2015-06-01T00:00:00.000","1","1755","7","1","2015-06-05T00:00:00.000"
"959","4","9003792","2015-06-01T00:00:00.000","6","5","7","1","2015-06-05T00:00:00.000"
"967","4","9004685","2015-06-01T00:00:00.000","1","1440","7","1","2015-06-07T00:00:00.000"
"968","4","9004685","2015-06-01T00:00:00.000","4","480","7","1","2015-06-07T00:00:00.000"
"969","4","9004685","2015-06-01T00:00:00.000","6","6","7","1","2015-06-07T00:00:00.000"
"972","4","9003392","2015-06-01T00:00:00.000","1","0","7","1","2015-06-02T00:00:00.000"
"973","4","9003392","2015-06-01T00:00:00.000","6","5","7","1","2015-06-02T00:00:00.000"
"988","4","9003982","2015-06-01T00:00:00.000","24","6000","7","1","2015-06-30T00:00:00.000"
"989","4","9003982","2015-06-01T00:00:00.000","1","720","7","1","2015-06-05T00:00:00.000"
"990","4","9003982","2015-06-01T00:00:00.000","6","3","7","1","2015-06-05T00:00:00.000"
"994","4","9003374","2015-06-01T00:00:00.000","1","2400","7","1","2015-06-06T00:00:00.000"
"995","4","9003374","2015-06-01T00:00:00.000","6","4","7","1","2015-06-06T00:00:00.000"
"996","4","9003253","2015-06-01T00:00:00.000","1","0","7","1","2015-06-08T00:00:00.000"
"997","4","9003253","2015-06-01T00:00:00.000","6","2","7","1","2015-06-08T00:00:00.000"
"1000","4","9002939","2015-06-01T00:00:00.000","24","5040","7","1","2015-06-30T00:00:00.000"
"1001","4","9002939","2015-06-01T00:00:00.000","1","0","7","1","2015-06-05T00:00:00.000"
"1002","4","9002939","2015-06-01T00:00:00.000","6","2","7","1","2015-06-05T00:00:00.000"
"1003","4","9003525","2015-06-01T00:00:00.000","1","2280","7","1","2015-06-03T00:00:00.000"
"1004","4","9003525","2015-06-01T00:00:00.000","6","7","7","1","2015-06-03T00:00:00.000"
"1010","4","9003382","2015-06-01T00:00:00.000","1","2400","7","1","2015-06-07T00:00:00.000"
"1011","4","9003382","2015-06-01T00:00:00.000","4","180","7","1","2015-06-07T00:00:00.000"
"1012","4","9003382","2015-06-01T00:00:00.000","6","4","7","1","2015-06-02T00:00:00.000"
"1016","4","9003391","2015-06-01T00:00:00.000","1","0","7","1","2015-06-01T00:00:00.000"
"1017","4","9003391","2015-06-01T00:00:00.000","6","9","7","1","2015-06-01T00:00:00.000"
"1018","4","9003391","2015-07-01T00:00:00.000","1","0","7","1","2015-07-01T00:00:00.000"
"1019","4","9003391","2015-07-01T00:00:00.000","6","1","7","1","2015-07-01T00:00:00.000"
"1023","4","9004147","2015-06-01T00:00:00.000","1","2400","7","1","2015-06-04T00:00:00.000"
"1024","4","9004147","2015-06-01T00:00:00.000","4","480","7","1","2015-06-28T00:00:00.000"
"1025","4","9004147","2015-06-01T00:00:00.000","6","9","7","1","2015-06-03T00:00:00.000"
"1026","4","9003006","2015-06-01T00:00:00.000","24","6540","7","1","2015-06-26T00:00:00.000"
"1027","4","9003006","2015-06-01T00:00:00.000","1","0","7","1","2015-06-03T00:00:00.000"
"1028","4","9003006","2015-06-01T00:00:00.000","6","3","7","1","2015-06-03T00:00:00.000"
"1032","4","9003255","2015-06-01T00:00:00.000","1","2100","7","1","2015-06-03T00:00:00.000"
"1033","4","9003255","2015-06-01T00:00:00.000","6","6","7","1","2015-06-03T00:00:00.000"
"887","4","9002790","2015-06-01T00:00:00.000","6","1","7","1","2015-06-24T00:00:00.000"
"891","4","9003507","2015-06-01T00:00:00.000","1","3480","7","1","2015-06-06T00:00:00.000"
"892","4","9003507","2015-06-01T00:00:00.000","4","480","7","1","2015-06-21T00:00:00.000"
"893","4","9003507","2015-06-01T00:00:00.000","6","7","7","1","2015-06-03T00:00:00.000"
"902","4","9003981","2015-06-01T00:00:00.000","1","2880","7","1","2015-06-03T00:00:00.000"
"903","4","9003981","2015-06-01T00:00:00.000","4","480","7","1","2015-06-07T00:00:00.000"
"904","4","9003981","2015-06-01T00:00:00.000","6","5","7","1","2015-06-02T00:00:00.000"
"908","4","9004392","2015-06-01T00:00:00.000","1","0","7","1","2015-06-07T00:00:00.000"
"909","4","9004392","2015-06-01T00:00:00.000","4","480","7","1","2015-06-07T00:00:00.000"
"910","4","9004392","2015-06-01T00:00:00.000","6","8","7","1","2015-06-07T00:00:00.000"
"913","4","9003989","2015-06-01T00:00:00.000","1","2880","7","1","2015-06-06T00:00:00.000"
"914","4","9003989","2015-06-01T00:00:00.000","4","480","7","1","2015-06-28T00:00:00.000"
"915","4","9003989","2015-06-01T00:00:00.000","6","10","7","1","2015-06-06T00:00:00.000"
"916","4","9003789","2015-06-01T00:00:00.000","1","1920","7","1","2015-06-02T00:00:00.000"
"917","4","9003789","2015-06-01T00:00:00.000","6","7","7","1","2015-06-02T00:00:00.000"
"918","4","9003384","2015-06-01T00:00:00.000","1","1440","7","1","2015-06-05T00:00:00.000"
"919","4","9003384","2015-06-01T00:00:00.000","6","1","7","1","2015-06-24T00:00:00.000"
"927","4","9005316","2015-06-01T00:00:00.000","1","2880","7","1","2015-06-04T00:00:00.000"
"928","4","9005316","2015-06-01T00:00:00.000","4","1140","7","1","2015-06-07T00:00:00.000"
"929","4","9005316","2015-06-01T00:00:00.000","6","10","7","1","2015-06-01T00:00:00.000"
"925","4","9004378","2015-06-01T00:00:00.000","1","1695","7","1","2015-06-05T00:00:00.000"
"926","4","9004378","2015-06-01T00:00:00.000","6","5","7","1","2015-06-05T00:00:00.000"
"933","4","9002252","2015-06-01T00:00:00.000","1","0","7","1","2015-06-24T00:00:00.000"
"934","4","9002252","2015-06-01T00:00:00.000","6","1","7","1","2015-06-24T00:00:00.000"
"935","4","9002252","2015-07-01T00:00:00.000","1","0","7","1","2015-07-01T00:00:00.000"
"936","4","9002252","2015-07-01T00:00:00.000","6","1","7","1","2015-07-01T00:00:00.000"
"978","4","9003388","2015-06-01T00:00:00.000","1","3960","7","1","2015-06-05T00:00:00.000"
"979","4","9003388","2015-06-01T00:00:00.000","4","900","7","1","2015-06-07T00:00:00.000"
"980","4","9003388","2015-06-01T00:00:00.000","6","9","7","1","2015-06-07T00:00:00.000"
"981","4","9003388","2015-07-01T00:00:00.000","1","480","7","1","2015-07-01T00:00:00.000"
"1774","6","9003714","2015-06-01T00:00:00.000","1","4800","7","1","2015-06-13T00:00:00.000"
"1669","5","9003998","2015-06-01T00:00:00.000","26","7500","7","1","2015-06-30T00:00:00.000"
"1670","5","9004760","2015-06-01T00:00:00.000","26","10320","7","1","2015-06-30T00:00:00.000"
"1679","5","9004190","2015-06-01T00:00:00.000","26","10320","7","1","2015-06-30T00:00:00.000"
"1689","5","9004431","2015-06-01T00:00:00.000","26","10320","7","1","2015-06-30T00:00:00.000"
"1704","5","9002915","2015-06-01T00:00:00.000","26","10320","7","1","2015-06-30T00:00:00.000"
