"id_rc_task","id_agent","id_agent_creation","date_creation","id_ventil_date","date_calcul","task_status","version"
"257","9004728","9004955","2015-12-08T11:25:58.812","14","2015-12-08T20:00:20.089","OK","0"
"258","9004878","9004955","2015-12-08T11:25:58.815","14","2015-12-08T20:00:20.319","OK","0"
"259","9005013","9004955","2015-12-08T11:25:58.817","14","2015-12-08T20:00:20.718","OK","0"
"260","9005195","9004955","2015-12-08T11:25:58.818","14","2015-12-08T20:00:21.317","OK","0"
"261","9005496","9004955","2015-12-08T11:25:58.820","14","2015-12-08T20:00:21.593","OK","0"
"262","9005729","9004955","2015-12-08T11:25:58.826","14","2015-12-08T20:00:21.825","OK","0"
"263","9005063","9004955","2015-12-08T11:25:58.831","14","2015-12-08T20:00:22.300","OK","0"
"264","9005076","9004955","2015-12-08T11:25:58.833","14","2015-12-08T20:00:22.531","OK","0"
"265","9005383","9004955","2015-12-08T11:25:58.836","14","2015-12-08T20:00:22.750","OK","0"
"266","9005475","9004955","2015-12-08T11:25:58.838","14","2015-12-08T20:00:23.155","OK","0"
"267","9003305","9004955","2015-12-08T11:25:58.839","14","2015-12-08T20:00:23.377","OK","0"
"268","9004661","9004955","2015-12-08T11:25:58.848","14","2015-12-08T20:00:23.595","OK","0"
"269","9004670","9004955","2015-12-08T11:25:58.849","14","2015-12-08T20:00:23.801","OK","0"
"270","9004735","9004955","2015-12-08T11:25:58.852","14","2015-12-08T20:00:24.034","OK","0"
"271","9005253","9004955","2015-12-08T11:25:58.856","14","2015-12-08T20:00:24.265","OK","0"
"272","9005356","9004955","2015-12-08T11:25:58.858","14","2015-12-08T20:00:24.538","OK","0"
"273","9005384","9004955","2015-12-08T11:25:58.859","14","2015-12-08T20:00:24.957","OK","0"
"274","9005619","9004955","2015-12-08T11:25:58.862","14","2015-12-08T20:00:25.181","OK","0"
"275","9005654","9004955","2015-12-08T11:25:58.864","14","2015-12-08T20:00:25.407","OK","0"
"276","9002229","9004955","2015-12-14T09:55:35.165","15","2015-12-14T20:00:01.076","OK","0"
"277","9002418","9004955","2015-12-14T09:55:35.200","15","2015-12-14T20:00:02.708","OK","0"
"278","9003417","9004955","2015-12-14T09:55:35.201","15","2015-12-14T20:00:04.208","OK","0"
"279","9003530","9004955","2015-12-14T09:55:35.203","15","2015-12-14T20:00:04.569","OK","0"
"280","9003386","9004955","2015-12-14T09:55:35.204","15","2015-12-14T20:00:05.506","OK","0"
"281","9004241","9004955","2015-12-14T09:55:35.205","15","2015-12-14T20:00:06.313","OK","0"
"282","9004318","9004955","2015-12-14T09:55:35.206","15","2015-12-14T20:00:07.905","OK","0"
"283","9004447","9004955","2015-12-14T09:55:35.208","15","2015-12-14T20:00:10.182","OK","0"
"284","9004472","9004955","2015-12-14T09:55:35.209","15","2015-12-14T20:00:11.358","OK","0"
"295","9004684","9004955","2015-12-14T09:55:35.223","15","2015-12-14T20:00:17.464","OK","0"
"296","9005096","9004955","2015-12-14T09:55:35.224","15","2015-12-14T20:00:17.916","OK","0"
"297","9003088","9004955","2015-12-14T09:55:35.225","15","2015-12-14T20:00:18.190","OK","0"
"298","9003408","9004955","2015-12-14T09:55:35.227","15","2015-12-14T20:00:18.471","OK","0"
"299","9004402","9004955","2015-12-14T09:55:35.228","15","2015-12-14T20:00:18.715","OK","0"
"300","9004481","9004955","2015-12-14T09:55:35.229","15","2015-12-14T20:00:18.986","OK","0"
"301","9005101","9004955","2015-12-14T09:55:35.231","15","2015-12-14T20:00:19.233","OK","0"
"302","9003721","9004955","2016-01-14T09:11:34.714","16","2016-01-14T20:00:04.991","OK","0"
"304","9003578","9004955","2016-01-14T09:11:34.718","16","2016-01-14T20:00:07.917","OK","0"
"308","9004522","9004955","2016-01-14T09:11:34.728","16","2016-01-14T20:00:18.956","OK","0"
"312","9003712","9004955","2016-01-14T09:11:34.735","16","2016-01-14T20:00:29.876","OK","0"
"315","9005520","9004955","2016-01-14T09:11:34.741","16","2016-01-14T20:00:46.664","OK","0"
"319","9005754","9004955","2016-01-14T09:11:34.747","16","2016-01-14T20:00:55.032","OK","0"
"320","9004281","9004955","2016-01-14T09:11:34.751","16","2016-01-14T20:00:56.835","OK","0"
"324","9003326","9004955","2016-01-14T09:11:34.763","16","2016-01-14T20:01:03.553","OK","0"
"327","9004491","9004955","2016-01-14T09:11:34.768","16","2016-01-14T20:01:06.946","OK","0"
"328","9004600","9004955","2016-01-14T09:11:34.770","16","2016-01-14T20:01:07.652","OK","0"
"329","9004645","9004955","2016-01-14T09:11:34.771","16","2016-01-14T20:01:09.213","OK","0"
"330","9004728","9004955","2016-01-14T09:11:34.772","16","2016-01-14T20:01:10.257","OK","0"
"331","9005180","9004955","2016-01-14T09:11:34.773","16","2016-01-14T20:01:12.417","OK","0"
"332","9005471","9004955","2016-01-14T09:11:34.775","16","2016-01-14T20:01:13.734","OK","0"
"333","9005731","9004955","2016-01-14T09:11:34.779","16","2016-01-14T20:01:15.808","OK","0"
"334","9004365","9004955","2016-01-14T09:11:34.798","16","2016-01-14T20:01:21.539","OK","0"
"335","9005170","9004955","2016-01-14T09:11:34.806","16","2016-01-14T20:01:28.451","OK","0"
"336","9005475","9004955","2016-01-14T09:11:34.810","16","2016-01-14T20:01:29.219","OK","0"
"337","9003952","9004955","2016-01-14T09:11:34.822","16","2016-01-14T20:01:31.038","OK","0"
"338","9003985","9004955","2016-01-14T09:11:34.826","16","2016-01-14T20:01:32.333","OK","0"
"339","9004013","9004955","2016-01-14T09:11:34.828","16","2016-01-14T20:01:32.656","OK","0"
"340","9004186","9004955","2016-01-14T09:11:34.831","16","2016-01-14T20:01:39.253","OK","0"
"341","9004277","9004955","2016-01-14T09:11:34.835","16","2016-01-14T20:01:39.873","OK","0"
"342","9004320","9004955","2016-01-14T09:11:34.836","16","2016-01-14T20:01:44.183","OK","0"
"343","9004421","9004955","2016-01-14T09:11:34.838","16","2016-01-14T20:01:55.381","OK","0"
"344","9004473","9004955","2016-01-14T09:11:34.839","16","2016-01-14T20:02:00.262","OK","0"
"345","9004476","9004955","2016-01-14T09:11:34.841","16","2016-01-14T20:02:02.332","OK","0"
"346","9004532","9004955","2016-01-14T09:11:34.842","16","2016-01-14T20:02:04.804","OK","0"
"347","9004630","9004955","2016-01-14T09:11:34.844","16","2016-01-14T20:02:05.273","OK","0"
"348","9005013","9004955","2016-01-14T09:11:34.848","16","2016-01-14T20:02:05.678","OK","0"
"349","9005082","9004955","2016-01-14T09:11:34.850","16","2016-01-14T20:02:09.327","OK","0"
"350","9005195","9004955","2016-01-14T09:11:34.852","16","2016-01-14T20:02:09.889","OK","0"
"351","9005253","9004955","2016-01-14T09:11:34.853","16","2016-01-14T20:02:11.251","OK","0"
"352","9005384","9004955","2016-01-14T09:11:34.862","16","2016-01-14T20:02:12.730","OK","0"
"353","9005496","9004955","2016-01-14T09:11:34.866","16","2016-01-14T20:02:13.091","OK","0"
"354","9005654","9004955","2016-01-14T09:11:34.869","16","2016-01-14T20:02:13.452","OK","0"
"355","9005665","9004955","2016-01-14T09:11:34.871","16","2016-01-14T20:02:14.653","OK","0"
"356","9005666","9004955","2016-01-14T09:11:34.873","16","2016-01-14T20:02:15.297","OK","0"
"357","9005490","9004955","2016-01-14T09:11:34.888","16","2016-01-14T20:02:15.644","OK","0"
"358","9005729","9004955","2016-01-14T09:11:34.890","16","2016-01-14T20:02:17.318","OK","0"
"359","9005738","9004955","2016-01-14T09:11:34.892","16","2016-01-14T20:02:18.106","OK","0"
"360","9005624","9004955","2016-01-14T09:11:34.901","16","2016-01-14T20:02:24.466","OK","0"
"361","9005675","9004955","2016-01-14T09:11:34.906","16","2016-01-14T20:02:24.873","OK","0"
"362","9003200","9004955","2016-01-20T10:50:25.091","17","2016-01-20T20:00:02.701","OK","0"
"363","9003339","9004955","2016-01-20T10:50:25.098","17","2016-01-20T20:00:03.556","OK","0"
"364","9003417","9004955","2016-01-20T10:50:25.101","17","2016-01-20T20:00:03.822","OK","0"
"365","9004131","9004955","2016-01-20T10:50:25.104","17","2016-01-20T20:00:04.213","OK","0"
"366","9004474","9004955","2016-01-20T10:50:25.106","17","2016-01-20T20:00:04.657","OK","0"
"367","9003386","9004955","2016-01-20T10:50:25.109","17","2016-01-20T20:00:05.844","OK","0"
"368","9004241","9004955","2016-01-20T10:50:25.111","17","2016-01-20T20:00:09.495","OK","0"
"369","9004318","9004955","2016-01-20T10:50:25.113","17","2016-01-20T20:00:10.081","OK","0"
"370","9002416","9004955","2016-01-20T10:50:25.114","17","2016-01-20T20:00:10.363","OK","0"
"371","9003088","9004955","2016-01-20T10:50:25.115","17","2016-01-20T20:00:10.667","OK","0"
"372","9003264","9004955","2016-01-20T10:50:25.118","17","2016-01-20T20:00:10.946","OK","0"
"373","9004006","9004955","2016-01-20T10:50:25.119","17","2016-01-20T20:00:11.236","OK","0"
"374","9004357","9004955","2016-01-20T10:50:25.122","17","2016-01-20T20:00:11.487","OK","0"
"375","9004444","9004955","2016-01-20T10:50:25.124","17","2016-01-20T20:00:11.720","OK","0"
"376","9004481","9004955","2016-01-20T10:50:25.126","17","2016-01-20T20:00:12.114","OK","0"
"377","9002607","9004955","2016-01-20T10:50:25.128","17","2016-01-20T20:00:12.491","OK","0"
"378","9004144","9004955","2016-01-20T10:50:25.131","17","2016-01-20T20:00:12.764","OK","0"
"379","9004447","9004955","2016-01-20T10:50:25.133","17","2016-01-20T20:00:13.916","OK","0"
"425","9003386","9004735","2016-02-22T07:50:48.866","19","2016-02-22T20:00:04.102","OK","0"
"426","9003769","9004735","2016-02-22T07:50:48.867","19","2016-02-22T20:00:04.695","OK","0"
"427","9004145","9004735","2016-02-22T07:50:48.868","19","2016-02-22T20:00:05.151","OK","0"
"428","9004241","9004735","2016-02-22T07:50:48.869","19","2016-02-22T20:00:05.584","OK","0"
"429","9004314","9004735","2016-02-22T07:50:48.869","19","2016-02-22T20:00:06.113","OK","0"
"430","9004340","9004735","2016-02-22T07:50:48.870","19","2016-02-22T20:00:06.852","OK","0"
"431","9004402","9004735","2016-02-22T07:50:48.871","19","2016-02-22T20:00:08.024","OK","0"
"432","9004481","9004735","2016-02-22T07:50:48.872","19","2016-02-22T20:00:08.486","OK","0"
"433","9004504","9004735","2016-02-22T07:50:48.873","19","2016-02-22T20:00:08.900","OK","0"
"434","9004529","9004735","2016-02-22T07:50:48.873","19","2016-02-22T20:00:09.234","OK","0"
"435","9004552","9004735","2016-02-22T07:50:48.874","19","2016-02-22T20:00:09.610","OK","0"
"436","9004732","9004735","2016-02-22T07:50:48.875","19","2016-02-22T20:00:09.969","OK","0"
"380","9004569","9004955","2016-02-09T07:20:49.812","18","2016-02-09T20:00:01.841","OK","0"
"381","9004570","9004955","2016-02-09T07:20:49.815","18","2016-02-09T20:00:03.976","OK","0"
"382","9004744","9004955","2016-02-09T07:20:49.816","18","2016-02-09T20:00:05.396","OK","0"
"383","9005364","9004955","2016-02-09T07:20:49.817","18","2016-02-09T20:00:06.944","OK","0"
"384","9005664","9004955","2016-02-09T07:20:49.818","18","2016-02-09T20:00:07.433","OK","0"
"385","9003681","9004955","2016-02-09T07:20:49.819","18","2016-02-09T20:00:08.416","OK","0"
"467","9003769","9004735","2016-03-18T09:05:38.317","21","2016-03-18T20:00:01.641","OK","0"
"468","9004241","9004735","2016-03-18T09:05:38.318","21","2016-03-18T20:00:03.053","OK","0"
"469","9004402","9004735","2016-03-18T09:05:38.320","21","2016-03-18T20:00:03.553","OK","0"
"470","9004447","9004735","2016-03-18T09:05:38.321","21","2016-03-18T20:00:04.536","OK","0"
"471","9004634","9004735","2016-03-18T09:05:38.322","21","2016-03-18T20:00:05.155","OK","0"
"472","9005101","9004735","2016-03-18T09:05:38.323","21","2016-03-18T20:00:05.401","OK","0"
"486","9004079","9004735","2016-04-11T08:55:48.190","22","2016-04-11T20:00:09.487","OK","0"
"487","9004542","9004735","2016-04-11T08:55:48.191","22","2016-04-11T20:00:09.756","OK","0"
"489","9005082","9004735","2016-04-11T08:55:48.193","22","2016-04-11T20:00:10.588","OK","0"
"490","9005532","9004735","2016-04-11T08:55:48.195","22","2016-04-11T20:00:10.873","OK","0"
"491","9003305","9004735","2016-04-11T08:55:48.199","22","2016-04-11T20:00:16.447","OK","0"
"493","9004365","9004735","2016-04-11T08:55:48.209","22","2016-04-11T20:00:18.617","OK","0"
"494","9004403","9004735","2016-04-11T08:55:48.211","22","2016-04-11T20:00:22.219","OK","0"
"495","9004476","9004735","2016-04-11T08:55:48.212","22","2016-04-11T20:00:22.840","OK","0"
"497","9005170","9004735","2016-04-11T08:55:48.219","22","2016-04-11T20:00:26.028","OK","0"
"498","9005321","9004735","2016-04-11T08:55:48.223","22","2016-04-11T20:00:26.333","OK","0"
"386","9004560","9004955","2016-02-09T07:20:49.821","18","2016-02-09T20:00:08.753","OK","0"
"387","9005738","9004955","2016-02-09T07:20:49.822","18","2016-02-09T20:00:10.892","OK","0"
"388","9003953","9004955","2016-02-09T07:20:49.824","18","2016-02-09T20:00:11.368","OK","0"
"389","9005734","9004955","2016-02-09T07:20:49.825","18","2016-02-09T20:00:11.883","OK","0"
"390","9003869","9004955","2016-02-09T07:20:49.826","18","2016-02-09T20:00:12.222","OK","0"
"391","9004645","9004955","2016-02-09T07:20:49.828","18","2016-02-09T20:00:12.518","OK","0"
"392","9005750","9004955","2016-02-09T07:20:49.829","18","2016-02-09T20:00:14.068","OK","0"
"393","9005367","9004955","2016-02-09T07:20:49.830","18","2016-02-09T20:00:14.425","OK","0"
"394","9005464","9004955","2016-02-09T07:20:49.831","18","2016-02-09T20:00:15.681","OK","0"
"395","9005518","9004955","2016-02-09T07:20:49.832","18","2016-02-09T20:00:16.517","OK","0"
"396","9005520","9004955","2016-02-09T07:20:49.832","18","2016-02-09T20:00:17.551","OK","0"
"397","9005644","9004955","2016-02-09T07:20:49.833","18","2016-02-09T20:00:18.480","OK","0"
"398","9005731","9004955","2016-02-09T07:20:49.834","18","2016-02-09T20:00:18.703","OK","0"
"399","9005753","9004955","2016-02-09T07:20:49.835","18","2016-02-09T20:00:19.304","OK","0"
"400","9005754","9004955","2016-02-09T07:20:49.836","18","2016-02-09T20:00:19.894","OK","0"
"401","9005013","9004955","2016-02-09T07:20:49.867","18","2016-02-09T20:00:20.133","OK","0"
"402","9005420","9004955","2016-02-09T07:20:49.873","18","2016-02-09T20:00:20.355","OK","0"
"403","9005491","9004955","2016-02-09T07:20:49.874","18","2016-02-09T20:00:20.566","OK","0"
"404","9005495","9004955","2016-02-09T07:20:49.875","18","2016-02-09T20:00:20.775","OK","0"
"405","9005496","9004955","2016-02-09T07:20:49.876","18","2016-02-09T20:00:20.992","OK","0"
"406","9004134","9004955","2016-02-09T07:20:49.884","18","2016-02-09T20:00:21.427","OK","0"
"407","9004421","9004955","2016-02-09T07:20:49.887","18","2016-02-09T20:00:22.065","OK","0"
"408","9004671","9004955","2016-02-09T07:20:49.888","18","2016-02-09T20:00:22.508","OK","0"
"409","9005490","9004955","2016-02-09T07:20:49.889","18","2016-02-09T20:00:22.743","OK","0"
"410","9004186","9004955","2016-02-09T07:20:49.894","18","2016-02-09T20:00:22.988","OK","0"
"411","9004235","9004955","2016-02-09T07:20:49.895","18","2016-02-09T20:00:23.217","OK","0"
"412","9004320","9004955","2016-02-09T07:20:49.896","18","2016-02-09T20:00:23.447","OK","0"
"413","9004365","9004955","2016-02-09T07:20:49.897","18","2016-02-09T20:00:23.677","OK","0"
"414","9004630","9004955","2016-02-09T07:20:49.898","18","2016-02-09T20:00:23.920","OK","0"
"415","9005082","9004955","2016-02-09T07:20:49.900","18","2016-02-09T20:00:24.154","OK","0"
"416","9005170","9004955","2016-02-09T07:20:49.901","18","2016-02-09T20:00:24.552","OK","0"
"417","9005195","9004955","2016-02-09T07:20:49.901","18","2016-02-09T20:00:24.764","OK","0"
"418","9005384","9004955","2016-02-09T07:20:49.902","18","2016-02-09T20:00:25.000","OK","0"
"419","9005492","9004955","2016-02-09T07:20:49.904","18","2016-02-09T20:00:25.248","OK","0"
"420","9005665","9004955","2016-02-09T07:20:49.905","18","2016-02-09T20:00:25.470","OK","0"
"421","9005675","9004955","2016-02-09T07:20:49.908","18","2016-02-09T20:00:25.686","OK","0"
"422","9003573","9004735","2016-02-22T07:50:48.862","19","2016-02-22T20:00:00.999","OK","0"
"423","9004447","9004735","2016-02-22T07:50:48.864","19","2016-02-22T20:00:01.630","OK","0"
"424","9003534","9004735","2016-02-22T07:50:48.865","19","2016-02-22T20:00:03.397","OK","0"
"437","9005716","9004735","2016-03-08T14:30:54.405","20","2016-03-08T20:00:06.087","OK","0"
"438","9003712","9004735","2016-03-08T14:30:54.409","20","2016-03-08T20:00:06.877","OK","0"
"439","9005180","9004735","2016-03-08T14:30:54.411","20","2016-03-08T20:00:07.231","OK","0"
"440","9005526","9004735","2016-03-08T14:30:54.414","20","2016-03-08T20:00:07.523","OK","0"
"441","9003681","9004735","2016-03-08T14:30:54.422","20","2016-03-08T20:00:07.924","OK","0"
"442","9003305","9004735","2016-03-08T14:30:54.428","20","2016-03-08T20:00:08.629","OK","0"
"443","9004522","9004735","2016-03-08T14:30:54.444","20","2016-03-08T20:00:09.606","OK","0"
"444","9005321","9004735","2016-03-08T14:30:54.453","20","2016-03-08T20:00:09.911","OK","0"
"445","9005464","9004735","2016-03-08T14:30:54.454","20","2016-03-08T20:00:10.298","OK","0"
"446","9005475","9004735","2016-03-08T14:30:54.455","20","2016-03-08T20:00:10.749","OK","0"
"447","9003236","9004735","2016-03-08T14:30:54.457","20","2016-03-08T20:00:12.072","OK","0"
"448","9003869","9004735","2016-03-08T14:30:54.467","20","2016-03-08T20:00:12.335","OK","0"
"449","9004058","9004735","2016-03-08T14:30:54.470","20","2016-03-08T20:00:12.705","OK","0"
"450","9004476","9004735","2016-03-08T14:30:54.471","20","2016-03-08T20:00:13.142","OK","0"
"451","9004491","9004735","2016-03-08T14:30:54.472","20","2016-03-08T20:00:13.530","OK","0"
"452","9005282","9004735","2016-03-08T14:30:54.476","20","2016-03-08T20:00:13.744","OK","0"
"453","9005665","9004735","2016-03-08T14:30:54.480","20","2016-03-08T20:00:14.104","OK","0"
"454","9005729","9004735","2016-03-08T14:30:54.481","20","2016-03-08T20:00:14.799","OK","0"
"455","9005738","9004735","2016-03-08T14:30:54.481","20","2016-03-08T20:00:15.731","OK","0"
"456","9003578","9004735","2016-03-08T14:30:54.485","20","2016-03-08T20:00:16.316","OK","0"
"457","9004365","9004735","2016-03-08T14:30:54.487","20","2016-03-08T20:00:17.201","OK","0"
"458","9004540","9004735","2016-03-08T14:30:54.488","20","2016-03-08T20:00:17.606","OK","0"
"459","9005384","9004735","2016-03-08T14:30:54.489","20","2016-03-08T20:00:18.437","OK","0"
"460","9005656","9004735","2016-03-08T14:30:54.493","20","2016-03-08T20:00:18.710","OK","0"
"461","9005170","9004735","2016-03-08T14:30:54.500","20","2016-03-08T20:00:19.212","OK","0"
"462","9005644","9004735","2016-03-08T14:30:54.501","20","2016-03-08T20:00:19.465","OK","0"
"463","9005726","9004735","2016-03-08T14:30:54.506","20","2016-03-08T20:00:19.792","OK","0"
"464","9002418","9004735","2016-03-18T09:05:38.308","21","2016-03-18T20:00:00.511","OK","0"
"465","9002607","9004735","2016-03-18T09:05:38.310","21","2016-03-18T20:00:00.979","OK","0"
"466","9003088","9004735","2016-03-18T09:05:38.315","21","2016-03-18T20:00:01.258","OK","0"
"473","9003386","9004735","2016-03-18T09:05:38.324","21","2016-03-18T20:00:05.651","OK","0"
"474","9003408","9004735","2016-03-18T09:05:38.325","21","2016-03-18T20:00:05.940","OK","0"
"475","9004318","9004735","2016-03-18T09:05:38.326","21","2016-03-18T20:00:06.208","OK","0"
"476","9004340","9004735","2016-03-18T09:05:38.327","21","2016-03-18T20:00:06.534","OK","0"
"477","9004173","9004735","2016-03-18T09:05:38.328","21","2016-03-18T20:00:06.773","OK","0"
"478","9004472","9004735","2016-03-18T09:05:38.329","21","2016-03-18T20:00:07.051","OK","0"
"479","9002246","9004735","2016-03-18T09:05:38.329","21","2016-03-18T20:00:07.304","OK","0"
"480","9003417","9004735","2016-03-18T09:05:38.330","21","2016-03-18T20:00:07.597","OK","0"
"481","9004143","9004735","2016-03-18T09:05:38.331","21","2016-03-18T20:00:07.939","OK","0"
"482","9005760","9004735","2016-04-11T08:55:48.183","22","2016-04-11T20:00:03.918","OK","0"
"483","9003681","9004735","2016-04-11T08:55:48.185","22","2016-04-11T20:00:05.379","OK","0"
"484","9003712","9004735","2016-04-11T08:55:48.186","22","2016-04-11T20:00:06.393","OK","0"
"485","9004483","9004735","2016-04-11T08:55:48.187","22","2016-04-11T20:00:06.833","OK","0"
"488","9004728","9004735","2016-04-11T08:55:48.192","22","2016-04-11T20:00:10.266","OK","0"
"492","9003578","9004735","2016-04-11T08:55:48.206","22","2016-04-11T20:00:17.479","OK","0"
"496","9004522","9004735","2016-04-11T08:55:48.213","22","2016-04-11T20:00:23.915","OK","0"
"499","9005366","9004735","2016-04-11T08:55:48.224","22","2016-04-11T20:00:26.683","OK","0"
"500","9005475","9004735","2016-04-11T08:55:48.226","22","2016-04-11T20:00:26.972","OK","0"
"501","9005676","9004735","2016-04-11T08:55:48.227","22","2016-04-11T20:00:27.357","OK","0"
"502","9005729","9004735","2016-04-11T08:55:48.234","22","2016-04-11T20:00:29.439","OK","0"
"503","9005738","9004735","2016-04-11T08:55:48.235","22","2016-04-11T20:00:30.594","OK","0"
"504","9005751","9004735","2016-04-11T08:55:48.236","22","2016-04-11T20:00:30.917","OK","0"
"505","9004491","9004735","2016-04-11T08:55:48.247","22","2016-04-11T20:00:31.240","OK","0"
"506","9004540","9004735","2016-04-11T08:55:48.248","22","2016-04-11T20:00:33.496","OK","0"
"507","9004989","9004735","2016-04-11T08:55:48.251","22","2016-04-11T20:00:34.147","OK","0"
"508","9005644","9004735","2016-04-11T08:55:48.262","22","2016-04-11T20:00:34.491","OK","0"
"509","9004548","9004735","2016-04-11T08:55:48.266","22","2016-04-11T20:00:34.771","OK","0"
"510","9005740","9004735","2016-04-11T08:55:48.269","22","2016-04-11T20:00:35.057","OK","0"
"511","9004421","9004735","2016-04-11T08:55:48.271","22","2016-04-11T20:00:35.377","OK","0"
"512","9004142","9004735","2016-04-11T08:55:48.273","22","2016-04-11T20:00:35.745","OK","0"
"513","9005492","9004735","2016-04-11T08:55:48.274","22","2016-04-11T20:00:36.076","OK","0"
"558","9004634","9004955","2016-05-19T11:15:44.847","25","2016-05-19T20:00:08.967","OK","0"
"560","9004529","9004955","2016-05-19T11:15:44.849","25","2016-05-19T20:00:09.524","OK","0"
"561","9002246","9004955","2016-05-19T11:15:44.850","25","2016-05-19T20:00:10.225","OK","0"
"563","9003386","9004955","2016-05-19T11:15:44.852","25","2016-05-19T20:00:10.802","OK","0"
"564","9004143","9004955","2016-05-19T11:15:44.853","25","2016-05-19T20:00:11.087","OK","0"
"514","9003769","9003742","2016-04-20T08:10:38.735","23","2016-04-20T20:00:00.595","OK","0"
"515","9004402","9003742","2016-04-20T08:10:38.742","23","2016-04-20T20:00:01.357","OK","0"
"516","9004529","9003742","2016-04-20T08:10:38.744","23","2016-04-20T20:00:02.455","OK","0"
"517","9005101","9003742","2016-04-20T08:10:38.746","23","2016-04-20T20:00:05.164","OK","0"
"518","9004634","9003742","2016-04-20T08:10:38.748","23","2016-04-20T20:00:05.905","OK","0"
"519","9004131","9003742","2016-04-20T08:10:38.751","23","2016-04-20T20:00:06.300","OK","0"
"520","9004173","9003742","2016-04-20T08:10:38.754","23","2016-04-20T20:00:06.968","OK","0"
"521","9004241","9003742","2016-04-20T08:10:38.755","23","2016-04-20T20:00:08.488","OK","0"
"522","9003088","9003742","2016-04-20T08:10:38.758","23","2016-04-20T20:00:08.876","OK","0"
"523","9004280","9003742","2016-04-20T08:10:38.761","23","2016-04-20T20:00:12.068","OK","0"
"524","9004447","9003742","2016-04-20T08:10:38.762","23","2016-04-20T20:00:13.622","OK","0"
"525","9004472","9003742","2016-04-20T08:10:38.763","23","2016-04-20T20:00:13.970","OK","0"
"526","9002246","9003742","2016-04-20T08:10:38.765","23","2016-04-20T20:00:14.258","OK","0"
"527","9003410","9004955","2016-05-10T08:55:55.960","24","2016-05-10T20:00:01.577","OK","0"
"528","9004002","9004955","2016-05-10T08:55:55.961","24","2016-05-10T20:00:04.217","OK","0"
"529","9003953","9004955","2016-05-10T08:55:55.962","24","2016-05-10T20:00:06.171","OK","0"
"530","9005716","9004955","2016-05-10T08:55:55.967","24","2016-05-10T20:00:15.766","OK","0"
"531","9003305","9004955","2016-05-10T08:55:55.971","24","2016-05-10T20:00:17.113","OK","0"
"532","9004483","9004955","2016-05-10T08:55:55.973","24","2016-05-10T20:00:19.530","OK","0"
"533","9004522","9004955","2016-05-10T08:55:55.975","24","2016-05-10T20:00:23.933","OK","0"
"534","9004744","9004955","2016-05-10T08:55:55.977","24","2016-05-10T20:00:27.659","OK","0"
"535","9005076","9004955","2016-05-10T08:55:55.983","24","2016-05-10T20:00:28.150","OK","0"
"536","9005341","9004955","2016-05-10T08:55:55.984","24","2016-05-10T20:00:28.554","OK","0"
"537","9004079","9004955","2016-05-10T08:55:55.987","24","2016-05-10T20:00:28.908","OK","0"
"538","9004540","9004955","2016-05-10T08:55:55.988","24","2016-05-10T20:00:30.325","OK","0"
"539","9004594","9004955","2016-05-10T08:55:55.989","24","2016-05-10T20:00:30.651","OK","0"
"540","9003236","9004955","2016-05-10T08:55:55.997","24","2016-05-10T20:00:32.373","OK","0"
"541","9003578","9004955","2016-05-10T08:55:56.003","24","2016-05-10T20:00:34.080","OK","0"
"542","9004365","9004955","2016-05-10T08:55:56.008","24","2016-05-10T20:00:34.553","OK","0"
"543","9004421","9004955","2016-05-10T08:55:56.009","24","2016-05-10T20:00:36.963","OK","0"
"544","9005644","9004955","2016-05-10T08:55:56.016","24","2016-05-10T20:00:39.577","OK","0"
"545","9005738","9004955","2016-05-10T08:55:56.020","24","2016-05-10T20:00:40.034","OK","0"
"546","9005170","9004955","2016-05-10T08:55:56.029","24","2016-05-10T20:00:41.837","OK","0"
"547","9005624","9004955","2016-05-10T08:55:56.031","24","2016-05-10T20:00:42.097","OK","0"
"548","9005665","9004955","2016-05-10T08:55:56.031","24","2016-05-10T20:00:42.354","OK","0"
"549","9004631","9004955","2016-05-10T08:55:56.035","24","2016-05-10T20:00:42.789","OK","0"
"550","9004989","9004955","2016-05-10T08:55:56.036","24","2016-05-10T20:00:43.868","OK","0"
"551","9005532","9004955","2016-05-10T08:55:56.038","24","2016-05-10T20:00:46.289","OK","0"
"552","9005666","9004955","2016-05-10T08:55:56.039","24","2016-05-10T20:00:46.620","OK","0"
"553","9003417","9004955","2016-05-19T11:15:44.841","25","2016-05-19T20:00:03.734","OK","0"
"554","9004173","9004955","2016-05-19T11:15:44.843","25","2016-05-19T20:00:05.718","OK","0"
"555","9004241","9004955","2016-05-19T11:15:44.844","25","2016-05-19T20:00:06.258","OK","0"
"556","9004280","9004955","2016-05-19T11:15:44.845","25","2016-05-19T20:00:07.180","OK","0"
"557","9004472","9004955","2016-05-19T11:15:44.846","25","2016-05-19T20:00:08.209","OK","0"
"559","9004402","9004955","2016-05-19T11:15:44.848","25","2016-05-19T20:00:09.263","OK","0"
"562","9003088","9004955","2016-05-19T11:15:44.851","25","2016-05-19T20:00:10.472","OK","0"
"565","9004145","9004955","2016-05-19T11:15:44.854","25","2016-05-19T20:00:11.316","OK","0"
"566","9004447","9004955","2016-05-19T11:15:44.856","25","2016-05-19T20:00:11.810","OK","0"
"567","9004474","9004955","2016-05-19T11:15:44.857","25","2016-05-19T20:00:12.075","OK","0"
