"id_pointage_calcule","id_agent","date_lundi","date_debut","date_fin","quantite","id_ref_type_pointage","id_ref_prime","etat","id_ventil_date","version"
"10051","9004980","2015-07-06T00:00:00.000","2015-07-08T00:00:00.000","NULL","1","3","6","9","8","3"
"10052","9004980","2015-07-13T00:00:00.000","2015-07-16T00:00:00.000","NULL","480","3","1","9","8","3"
"6410","9004373","2015-07-20T00:00:00.000","2015-07-24T00:00:00.000","NULL","1","3","6","9","8","8"
"9352","9004373","2015-07-06T00:00:00.000","2015-07-10T00:00:00.000","NULL","480","3","1","9","8","3"
"10018","9003796","2015-08-10T00:00:00.000","2015-08-10T00:00:00.000","NULL","1","3","6","9","8","3"
"10019","9003796","2015-08-10T00:00:00.000","2015-08-12T00:00:00.000","NULL","1","3","6","9","8","3"
"10020","9003796","2015-08-10T00:00:00.000","2015-08-11T00:00:00.000","NULL","1","3","6","9","8","3"
"10021","9003796","2015-08-17T00:00:00.000","2015-08-22T00:00:00.000","NULL","240","3","1","9","8","3"
"10022","9003796","2015-08-17T00:00:00.000","2015-08-23T00:00:00.000","NULL","540","3","4","9","8","3"
"6027","9003368","2015-06-22T00:00:00.000","2015-06-24T00:00:00.000","NULL","1","3","6","9","4","3"
"6039","9003973","2015-06-22T00:00:00.000","2015-06-24T00:00:00.000","NULL","1","3","6","9","4","3"
"10023","9003796","2015-08-17T00:00:00.000","2015-08-23T00:00:00.000","NULL","1","3","6","9","8","3"
"10024","9003796","2015-08-17T00:00:00.000","2015-08-21T00:00:00.000","NULL","1","3","6","9","8","3"
"10025","9003796","2015-08-17T00:00:00.000","2015-08-20T00:00:00.000","NULL","1","3","6","9","8","3"
"6271","9003391","2015-06-29T00:00:00.000","2015-07-01T00:00:00.000","NULL","1","3","6","9","8","9"
"10026","9003796","2015-08-24T00:00:00.000","2015-08-24T00:00:00.000","NULL","60","3","1","9","8","3"
"10027","9003796","2015-08-24T00:00:00.000","2015-08-26T00:00:00.000","NULL","1","3","6","9","8","3"
"10028","9003796","2015-08-24T00:00:00.000","2015-08-25T00:00:00.000","NULL","1","3","6","9","8","3"
"10029","9003796","2015-08-24T00:00:00.000","2015-08-24T00:00:00.000","NULL","1","3","6","9","8","3"
"7651","9004373","2015-06-29T00:00:00.000","2015-06-30T00:00:00.000","NULL","1","3","6","4","NULL","0"
"7652","9004373","2015-06-29T00:00:00.000","2015-06-29T00:00:00.000","NULL","1","3","6","4","NULL","0"
"5401","9003506","2015-06-15T00:00:00.000","2015-06-21T00:00:00.000","NULL","480","3","1","9","6","8"
"5405","9003506","2015-06-15T00:00:00.000","2015-06-15T00:00:00.000","NULL","0","3","1","9","6","8"
"5409","9003506","2015-06-15T00:00:00.000","2015-06-15T00:00:00.000","NULL","1","3","6","9","6","8"
"10030","9003382","2015-07-13T00:00:00.000","2015-07-14T00:00:00.000","NULL","180","3","1","9","8","3"
"10031","9003382","2015-07-13T00:00:00.000","2015-07-17T00:00:00.000","NULL","180","3","1","9","8","3"
"10032","9003382","2015-07-13T00:00:00.000","2015-07-16T00:00:00.000","NULL","180","3","1","9","8","3"
"6038","9003973","2015-06-22T00:00:00.000","2015-06-24T00:00:00.000","NULL","0","3","1","9","4","3"
"7726","9003506","2015-06-29T00:00:00.000","2015-07-01T00:00:00.000","NULL","480","3","1","9","6","3"
"7661","9003983","2015-06-29T00:00:00.000","2015-06-30T00:00:00.000","NULL","1","3","6","4","NULL","0"
"7727","9003506","2015-06-29T00:00:00.000","2015-07-05T00:00:00.000","NULL","480","3","4","9","6","3"
"7728","9003506","2015-06-29T00:00:00.000","2015-07-05T00:00:00.000","NULL","1","3","6","9","6","3"
"7729","9003506","2015-06-29T00:00:00.000","2015-07-04T00:00:00.000","NULL","1","3","6","9","6","3"
"6634","9005312","2015-07-27T00:00:00.000","2015-07-29T00:00:00.000","NULL","480","3","1","9","6","5"
"6626","9005312","2015-07-06T00:00:00.000","2015-07-10T00:00:00.000","NULL","480","3","1","9","6","5"
"6627","9005312","2015-07-06T00:00:00.000","2015-07-08T00:00:00.000","NULL","1","3","6","9","6","5"
"6625","9005312","2015-07-06T00:00:00.000","2015-07-11T00:00:00.000","NULL","360","3","1","9","6","5"
"6666","9003975","2015-07-13T00:00:00.000","2015-07-16T00:00:00.000","NULL","480","3","1","9","6","5"
"10033","9003382","2015-07-13T00:00:00.000","2015-07-14T00:00:00.000","NULL","180","3","4","9","8","3"
"10053","9004980","2015-07-13T00:00:00.000","2015-07-14T00:00:00.000","NULL","480","3","1","9","8","3"
"10678","9005307","2015-07-27T00:00:00.000","2015-07-31T00:00:00.000","NULL","360","3","1","9","8","3"
"6062","9003388","2015-06-15T00:00:00.000","2015-06-19T00:00:00.000","NULL","1","3","6","9","4","3"
"6063","9003388","2015-06-22T00:00:00.000","2015-06-26T00:00:00.000","NULL","480","3","1","9","4","3"
"6064","9003388","2015-06-22T00:00:00.000","2015-06-25T00:00:00.000","NULL","0","3","1","9","4","3"
"6065","9003388","2015-06-22T00:00:00.000","2015-06-24T00:00:00.000","NULL","0","3","1","9","4","3"
"6066","9003388","2015-06-22T00:00:00.000","2015-06-27T00:00:00.000","NULL","360","3","1","9","4","3"
"10679","9005307","2015-07-27T00:00:00.000","2015-07-28T00:00:00.000","NULL","1","3","6","9","8","3"
"7470","9005307","2015-07-20T00:00:00.000","2015-07-24T00:00:00.000","NULL","1","3","6","9","8","6"
"7657","9005317","2015-06-29T00:00:00.000","2015-06-30T00:00:00.000","NULL","1","3","6","4","NULL","0"
"6678","9003975","2015-07-27T00:00:00.000","2015-07-29T00:00:00.000","NULL","1","3","6","9","6","5"
"6672","9003975","2015-07-20T00:00:00.000","2015-07-26T00:00:00.000","NULL","480","3","4","9","6","5"
"7873","9003792","2015-06-01T00:00:00.000","2015-06-05T00:00:00.000","NULL","1","3","6","9","6","3"
"5958","9003792","2015-06-08T00:00:00.000","2015-06-12T00:00:00.000","NULL","240","3","1","9","6","8"
"7468","9005307","2015-07-20T00:00:00.000","2015-07-25T00:00:00.000","NULL","480","3","1","9","8","6"
"10064","9004980","2015-08-10T00:00:00.000","2015-08-14T00:00:00.000","NULL","1","3","6","9","8","3"
"9353","9004373","2015-07-06T00:00:00.000","2015-07-10T00:00:00.000","NULL","1","3","6","9","8","3"
"9354","9004373","2015-07-06T00:00:00.000","2015-07-09T00:00:00.000","NULL","1","3","6","9","8","3"
"9355","9004373","2015-07-06T00:00:00.000","2015-07-08T00:00:00.000","NULL","1","3","6","9","8","3"
"9356","9004373","2015-07-13T00:00:00.000","2015-07-16T00:00:00.000","NULL","480","3","1","9","8","3"
"9357","9004373","2015-07-13T00:00:00.000","2015-07-19T00:00:00.000","NULL","480","3","4","9","8","3"
"9358","9004373","2015-07-13T00:00:00.000","2015-07-15T00:00:00.000","NULL","1","3","6","9","8","3"
"9359","9004373","2015-07-13T00:00:00.000","2015-07-19T00:00:00.000","NULL","1","3","6","9","8","3"
"5961","9003792","2015-06-15T00:00:00.000","2015-06-20T00:00:00.000","NULL","180","3","1","9","6","8"
"5960","9003792","2015-06-08T00:00:00.000","2015-06-12T00:00:00.000","NULL","1","3","6","9","6","8"
"6067","9003388","2015-06-22T00:00:00.000","2015-06-25T00:00:00.000","NULL","1","3","6","9","4","3"
"6068","9003388","2015-06-22T00:00:00.000","2015-06-24T00:00:00.000","NULL","1","3","6","9","4","3"
"4625","9005307","2015-06-15T00:00:00.000","2015-06-18T00:00:00.000","NULL","0","3","1","9","4","3"
"4626","9005307","2015-06-15T00:00:00.000","2015-06-20T00:00:00.000","NULL","480","3","1","9","4","3"
"5963","9003792","2015-06-15T00:00:00.000","2015-06-20T00:00:00.000","NULL","1","3","6","9","6","8"
"6447","9004986","2015-07-06T00:00:00.000","2015-07-09T00:00:00.000","NULL","90","3","1","9","6","3"
"6448","9004986","2015-07-06T00:00:00.000","2015-07-08T00:00:00.000","NULL","480","3","1","9","6","3"
"6449","9004986","2015-07-06T00:00:00.000","2015-07-07T00:00:00.000","NULL","1","3","6","9","6","3"
"6450","9004986","2015-07-06T00:00:00.000","2015-07-06T00:00:00.000","NULL","1","3","6","9","6","3"
"6451","9004986","2015-07-13T00:00:00.000","2015-07-18T00:00:00.000","NULL","360","3","1","9","6","3"
"6452","9004986","2015-07-13T00:00:00.000","2015-07-17T00:00:00.000","NULL","480","3","1","9","6","3"
"4627","9005307","2015-06-15T00:00:00.000","2015-06-19T00:00:00.000","NULL","0","3","1","9","4","3"
"4628","9005307","2015-06-15T00:00:00.000","2015-06-18T00:00:00.000","NULL","1","3","6","9","4","3"
"6453","9004986","2015-07-13T00:00:00.000","2015-07-17T00:00:00.000","NULL","1","3","6","9","6","3"
"6454","9004986","2015-07-13T00:00:00.000","2015-07-15T00:00:00.000","NULL","1","3","6","9","6","3"
"4629","9005307","2015-06-15T00:00:00.000","2015-06-20T00:00:00.000","NULL","1","3","6","9","4","3"
"9360","9004373","2015-07-27T00:00:00.000","2015-07-30T00:00:00.000","NULL","480","3","1","9","8","3"
"9361","9004373","2015-07-27T00:00:00.000","2015-07-29T00:00:00.000","NULL","1","3","6","9","8","3"
"9362","9004373","2015-07-27T00:00:00.000","2015-07-28T00:00:00.000","NULL","1","3","6","9","8","3"
"6401","9004373","2015-06-29T00:00:00.000","2015-07-05T00:00:00.000","NULL","540","3","4","9","6","3"
"9363","9004373","2015-08-03T00:00:00.000","2015-08-08T00:00:00.000","NULL","30","3","1","9","8","3"
"4630","9005307","2015-06-15T00:00:00.000","2015-06-19T00:00:00.000","NULL","1","3","6","9","4","3"
"4631","9005307","2015-06-22T00:00:00.000","2015-06-27T00:00:00.000","NULL","360","3","1","9","4","3"
"4632","9005307","2015-06-22T00:00:00.000","2015-06-26T00:00:00.000","NULL","480","3","1","9","4","3"
"4633","9005307","2015-06-22T00:00:00.000","2015-06-25T00:00:00.000","NULL","0","3","1","9","4","3"
"4634","9005307","2015-06-22T00:00:00.000","2015-06-24T00:00:00.000","NULL","0","3","1","9","4","3"
"4635","9005307","2015-06-22T00:00:00.000","2015-06-25T00:00:00.000","NULL","1","3","6","9","4","3"
"4636","9005307","2015-06-22T00:00:00.000","2015-06-24T00:00:00.000","NULL","1","3","6","9","4","3"
"6471","9003781","2015-07-06T00:00:00.000","2015-07-11T00:00:00.000","NULL","240","3","1","9","6","3"
"9364","9004373","2015-08-03T00:00:00.000","2015-08-09T00:00:00.000","NULL","480","3","4","9","8","3"
"9365","9004373","2015-08-03T00:00:00.000","2015-08-09T00:00:00.000","NULL","1","3","6","9","8","3"
"9366","9004373","2015-08-03T00:00:00.000","2015-08-08T00:00:00.000","NULL","1","3","6","9","8","3"
"6432","9005317","2015-07-20T00:00:00.000","2015-07-25T00:00:00.000","NULL","1","3","6","9","8","8"
"6433","9005317","2015-07-20T00:00:00.000","2015-07-21T00:00:00.000","NULL","1","3","6","9","8","8"
"6431","9005317","2015-07-20T00:00:00.000","2015-07-26T00:00:00.000","NULL","1","3","6","9","8","8"
"6430","9005317","2015-07-20T00:00:00.000","2015-07-26T00:00:00.000","NULL","480","3","4","9","8","8"
"6443","9003983","2015-07-20T00:00:00.000","2015-07-24T00:00:00.000","NULL","480","3","1","9","8","8"
"10069","9004228","2015-08-17T00:00:00.000","2015-08-23T00:00:00.000","NULL","540","3","4","9","8","3"
"10070","9004228","2015-08-17T00:00:00.000","2015-08-23T00:00:00.000","NULL","1","3","6","9","8","3"
"10071","9003427","2015-07-27T00:00:00.000","2015-07-29T00:00:00.000","NULL","1","3","6","9","8","3"
"10072","9003427","2015-08-24T00:00:00.000","2015-08-26T00:00:00.000","NULL","1","3","6","9","8","3"
"10676","9005307","2015-07-27T00:00:00.000","2015-07-30T00:00:00.000","NULL","480","3","1","9","8","3"
"6472","9003781","2015-07-06T00:00:00.000","2015-07-07T00:00:00.000","NULL","30","3","1","9","6","3"
"6473","9003781","2015-07-06T00:00:00.000","2015-07-08T00:00:00.000","NULL","120","3","1","9","6","3"
"6474","9003781","2015-07-06T00:00:00.000","2015-07-10T00:00:00.000","NULL","1","3","6","9","6","3"
"6402","9004373","2015-06-29T00:00:00.000","2015-07-05T00:00:00.000","NULL","1","3","6","9","6","3"
"6403","9004373","2015-06-29T00:00:00.000","2015-07-04T00:00:00.000","NULL","1","3","6","9","6","3"
"5959","9003792","2015-06-08T00:00:00.000","2015-06-11T00:00:00.000","NULL","240","3","1","9","6","8"
"5962","9003792","2015-06-15T00:00:00.000","2015-06-18T00:00:00.000","NULL","300","3","1","9","6","8"
"6475","9003781","2015-07-06T00:00:00.000","2015-07-07T00:00:00.000","NULL","1","3","6","9","6","3"
"6476","9003781","2015-07-06T00:00:00.000","2015-07-09T00:00:00.000","NULL","1","3","6","9","6","3"
"6477","9003781","2015-07-06T00:00:00.000","2015-07-08T00:00:00.000","NULL","1","3","6","9","6","3"
"5964","9003792","2015-06-15T00:00:00.000","2015-06-18T00:00:00.000","NULL","1","3","6","9","6","8"
"5967","9003792","2015-06-22T00:00:00.000","2015-06-26T00:00:00.000","NULL","1","3","6","9","6","8"
"5965","9003792","2015-06-22T00:00:00.000","2015-06-26T00:00:00.000","NULL","315","3","1","9","6","8"
"4637","9005307","2015-06-29T00:00:00.000","2015-06-29T00:00:00.000","NULL","360","3","1","9","4","3"
"4808","9003085","2015-06-08T00:00:00.000","2015-06-09T00:00:00.000","NULL","1","3","6","9","4","3"
"4809","9003085","2015-06-15T00:00:00.000","2015-06-19T00:00:00.000","NULL","0","3","1","9","4","3"
"4810","9003085","2015-06-15T00:00:00.000","2015-06-21T00:00:00.000","NULL","90","3","1","9","4","3"
"6478","9003781","2015-07-13T00:00:00.000","2015-07-14T00:00:00.000","NULL","210","3","4","9","6","3"
"6479","9003781","2015-07-13T00:00:00.000","2015-07-13T00:00:00.000","NULL","210","3","4","9","6","3"
"6480","9003781","2015-07-13T00:00:00.000","2015-07-15T00:00:00.000","NULL","1","3","6","9","6","3"
"6481","9003781","2015-07-20T00:00:00.000","2015-07-24T00:00:00.000","NULL","420","3","1","9","6","3"
"6482","9003781","2015-07-20T00:00:00.000","2015-07-25T00:00:00.000","NULL","1","3","6","9","6","3"
"6483","9003781","2015-07-20T00:00:00.000","2015-07-23T00:00:00.000","NULL","1","3","6","9","6","3"
"6484","9003781","2015-07-27T00:00:00.000","2015-07-29T00:00:00.000","NULL","1","3","6","9","6","3"
"4811","9003085","2015-06-15T00:00:00.000","2015-06-20T00:00:00.000","NULL","480","3","1","9","4","3"
"5984","9005044","2015-06-01T00:00:00.000","2015-06-05T00:00:00.000","NULL","480","3","1","9","4","3"
"5985","9005044","2015-06-01T00:00:00.000","2015-06-04T00:00:00.000","NULL","0","3","1","9","4","3"
"5986","9005044","2015-06-01T00:00:00.000","2015-06-03T00:00:00.000","NULL","0","3","1","9","4","3"
"6485","9003781","2015-07-27T00:00:00.000","2015-07-28T00:00:00.000","NULL","1","3","6","9","6","3"
"5968","9004226","2015-06-01T00:00:00.000","2015-06-03T00:00:00.000","NULL","480","3","1","9","6","6"
"5971","9004226","2015-06-01T00:00:00.000","2015-06-04T00:00:00.000","NULL","480","3","1","9","6","6"
"5987","9005044","2015-06-01T00:00:00.000","2015-06-04T00:00:00.000","NULL","1","3","6","9","4","3"
"5988","9005044","2015-06-01T00:00:00.000","2015-06-03T00:00:00.000","NULL","1","3","6","9","4","3"
"5989","9005044","2015-06-08T00:00:00.000","2015-06-09T00:00:00.000","NULL","0","3","1","9","4","3"
"5990","9005044","2015-06-08T00:00:00.000","2015-06-08T00:00:00.000","NULL","0","3","1","9","4","3"
"5991","9005044","2015-06-08T00:00:00.000","2015-06-09T00:00:00.000","NULL","1","3","6","9","4","3"
"5992","9005044","2015-06-08T00:00:00.000","2015-06-08T00:00:00.000","NULL","1","3","6","9","4","3"
"6010","9004685","2015-06-01T00:00:00.000","2015-06-07T00:00:00.000","NULL","0","3","1","9","4","3"
"5972","9004226","2015-06-01T00:00:00.000","2015-06-02T00:00:00.000","NULL","1","3","6","9","6","6"
"5973","9004226","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","NULL","1","3","6","9","6","6"
"6460","9003085","2015-07-06T00:00:00.000","2015-07-10T00:00:00.000","NULL","480","3","1","9","6","3"
"7469","9005307","2015-07-20T00:00:00.000","2015-07-25T00:00:00.000","NULL","1","3","6","9","8","6"
"10677","9005307","2015-07-27T00:00:00.000","2015-08-01T00:00:00.000","NULL","360","3","1","9","8","3"
"10680","9005307","2015-08-03T00:00:00.000","2015-08-07T00:00:00.000","NULL","480","3","1","9","8","3"
"10681","9005307","2015-08-03T00:00:00.000","2015-08-05T00:00:00.000","NULL","480","3","1","9","8","3"
"10682","9005307","2015-08-03T00:00:00.000","2015-08-09T00:00:00.000","NULL","480","3","4","9","8","3"
"10683","9005307","2015-08-03T00:00:00.000","2015-08-09T00:00:00.000","NULL","1","3","6","9","8","3"
"10684","9005307","2015-08-03T00:00:00.000","2015-08-08T00:00:00.000","NULL","1","3","6","9","8","3"
"10685","9005307","2015-08-10T00:00:00.000","2015-08-13T00:00:00.000","NULL","480","3","1","9","8","3"
"10686","9005307","2015-08-10T00:00:00.000","2015-08-15T00:00:00.000","NULL","360","3","1","9","8","3"
"10693","9002778","2015-07-20T00:00:00.000","2015-07-22T00:00:00.000","NULL","1","3","6","9","8","3"
"10054","9004980","2015-07-13T00:00:00.000","2015-07-14T00:00:00.000","NULL","960","3","4","9","8","3"
"10055","9004980","2015-07-13T00:00:00.000","2015-07-15T00:00:00.000","NULL","1","3","6","9","8","3"
"10056","9004980","2015-07-13T00:00:00.000","2015-07-14T00:00:00.000","NULL","1","3","6","9","8","3"
"10057","9004980","2015-07-27T00:00:00.000","2015-07-30T00:00:00.000","NULL","480","3","1","9","8","3"
"10058","9004980","2015-08-03T00:00:00.000","2015-08-07T00:00:00.000","NULL","360","3","1","9","8","3"
"10059","9004980","2015-08-03T00:00:00.000","2015-08-05T00:00:00.000","NULL","480","3","1","9","8","3"
"10060","9004980","2015-08-03T00:00:00.000","2015-08-03T00:00:00.000","NULL","1","3","6","9","8","3"
"10061","9004980","2015-08-10T00:00:00.000","2015-08-16T00:00:00.000","NULL","480","3","1","9","8","3"
"10062","9004980","2015-08-10T00:00:00.000","2015-08-16T00:00:00.000","NULL","540","3","4","9","8","3"
"10063","9004980","2015-08-10T00:00:00.000","2015-08-16T00:00:00.000","NULL","1","3","6","9","8","3"
"10065","9004980","2015-08-10T00:00:00.000","2015-08-13T00:00:00.000","NULL","1","3","6","9","8","3"
"10066","9004980","2015-08-17T00:00:00.000","2015-08-20T00:00:00.000","NULL","480","3","1","9","8","3"
"10067","9004980","2015-08-17T00:00:00.000","2015-08-23T00:00:00.000","NULL","420","3","4","9","8","3"
"10068","9004980","2015-08-17T00:00:00.000","2015-08-18T00:00:00.000","NULL","1","3","6","9","8","3"
"6470","9003085","2015-07-27T00:00:00.000","2015-07-30T00:00:00.000","NULL","480","3","1","9","8","6"
"6469","9003085","2015-07-20T00:00:00.000","2015-07-22T00:00:00.000","NULL","1","3","6","9","8","6"
"10695","9003397","2015-07-27T00:00:00.000","2015-07-28T00:00:00.000","NULL","480","3","1","9","8","3"
"10698","9003397","2015-07-27T00:00:00.000","2015-07-31T00:00:00.000","NULL","1","3","6","9","8","3"
"10699","9003397","2015-07-27T00:00:00.000","2015-07-27T00:00:00.000","NULL","1","3","6","9","8","3"
"6011","9004685","2015-06-01T00:00:00.000","2015-06-02T00:00:00.000","NULL","480","3","1","9","4","3"
"6012","9004685","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","NULL","0","3","1","9","4","3"
"6461","9003085","2015-07-06T00:00:00.000","2015-07-09T00:00:00.000","NULL","1","3","6","9","6","3"
"6462","9003085","2015-07-06T00:00:00.000","2015-07-08T00:00:00.000","NULL","1","3","6","9","6","3"
"6463","9003085","2015-07-13T00:00:00.000","2015-07-18T00:00:00.000","NULL","480","3","1","9","6","3"
"6464","9003085","2015-07-13T00:00:00.000","2015-07-19T00:00:00.000","NULL","480","3","4","9","6","3"
"6465","9003085","2015-07-13T00:00:00.000","2015-07-19T00:00:00.000","NULL","1","3","6","9","6","3"
"6466","9003085","2015-07-13T00:00:00.000","2015-07-17T00:00:00.000","NULL","1","3","6","9","6","3"
"6512","9005077","2015-06-29T00:00:00.000","2015-07-04T00:00:00.000","NULL","480","3","1","9","6","3"
"6514","9005077","2015-06-29T00:00:00.000","2015-07-04T00:00:00.000","NULL","1","3","6","9","6","3"
"6515","9005077","2015-06-29T00:00:00.000","2015-07-03T00:00:00.000","NULL","1","3","6","9","6","3"
"6516","9005077","2015-06-29T00:00:00.000","2015-07-02T00:00:00.000","NULL","1","3","6","9","6","3"
"6406","9004373","2015-07-13T00:00:00.000","2015-07-19T00:00:00.000","NULL","480","3","4","9","6","5"
"7695","9004223","2015-06-29T00:00:00.000","2015-06-29T00:00:00.000","NULL","480","3","1","4","NULL","0"
"10694","9003397","2015-07-27T00:00:00.000","2015-08-02T00:00:00.000","NULL","480","3","1","9","8","3"
"10696","9003397","2015-07-27T00:00:00.000","2015-08-02T00:00:00.000","NULL","480","3","4","9","8","3"
"10697","9003397","2015-07-27T00:00:00.000","2015-08-01T00:00:00.000","NULL","1","3","6","9","8","3"
"10073","9004799","2015-07-13T00:00:00.000","2015-07-18T00:00:00.000","NULL","360","3","1","9","8","3"
"6013","9004685","2015-06-01T00:00:00.000","2015-06-07T00:00:00.000","NULL","480","3","4","9","4","3"
"6014","9004685","2015-06-01T00:00:00.000","2015-06-07T00:00:00.000","NULL","1","3","6","9","4","3"
"6015","9004685","2015-06-01T00:00:00.000","2015-06-01T00:00:00.000","NULL","1","3","6","9","4","3"
"6016","9004685","2015-06-08T00:00:00.000","2015-06-12T00:00:00.000","NULL","480","3","1","9","4","3"
"6017","9004685","2015-06-08T00:00:00.000","2015-06-11T00:00:00.000","NULL","0","3","1","9","4","3"
"6018","9004685","2015-06-08T00:00:00.000","2015-06-10T00:00:00.000","NULL","0","3","1","9","4","3"
"6019","9004685","2015-06-08T00:00:00.000","2015-06-11T00:00:00.000","NULL","1","3","6","9","4","3"
"10074","9004799","2015-07-13T00:00:00.000","2015-07-17T00:00:00.000","NULL","480","3","1","9","8","3"
"6020","9004685","2015-06-08T00:00:00.000","2015-06-10T00:00:00.000","NULL","1","3","6","9","4","3"
"6021","9004685","2015-06-22T00:00:00.000","2015-06-27T00:00:00.000","NULL","480","3","1","9","4","3"
"6028","9003392","2015-06-01T00:00:00.000","2015-06-02T00:00:00.000","NULL","0","3","1","9","4","3"
"6029","9003392","2015-06-01T00:00:00.000","2015-06-05T00:00:00.000","NULL","0","3","1","9","4","3"
"6030","9003392","2015-06-01T00:00:00.000","2015-06-03T00:00:00.000","NULL","0","3","1","9","4","3"
